study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	mean_sd	mean_se	comments	mean_unit
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	0.0	hr	0.0					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	0.505772296918067	hr	6.588412284295322e-06					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	1.03248338238328	hr	0.00010930174958130851					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	1.52003775028292	hr	0.00020704792968713194					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	2.04173299035606	hr	0.0002934587551417461					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	3.01438112275545	hr	0.00031501302306247516					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	4.0562692152489	hr	0.0003028822089290263					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	6.03538694697215	hr	0.00022327291027207815					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	8.03204830774367	hr	0.00017955774433494736					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	12.0771383392767	hr	9.872264481276329e-05					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	18.0318577161341	hr	3.954697904033656e-05					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	24.0215933721439	hr	1.8209711984686467e-05					mole/meter^3
Lo1995		study2	6.0	LOS30IV	concentration	exp3174	plasma	HPLC/UV	exp3174_LOS30IV	30.0109386439604	hr	6.923750160389042e-06					mole/meter^3
