study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.25	hr	221.26437	411.782676928296	106.32183	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	428.16092	400.653465633802	103.44828	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	629.31036	300.490021765685	77.5861900000001	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	833.3333	233.714637809218	60.34486	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	939.65515	178.068348957746	45.97705	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	1169.5403	166.938750364918	43.1034000000002	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	1284.4828	211.455595542894	54.5976000000001	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	1362.069	178.068155308579	45.9770000000001	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	1321.8391	133.551310130601	34.4828	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	1390.8046	178.068155308579	45.9770000000001	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	1341.954	155.810120017924	40.23	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	1189.6552	211.455982841229	54.5977	LC/MS	ng/ml
Kim2016	paraxanthine_control	15.0	all	concentration	plasma	paraxanthine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	24.0	hr	589.08044	211.456060300896	54.5977200000001	LC/MS	ng/ml
