study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	2.7502401040069217e-06	7.80911128298837e-05	2.0163038631796272e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	6.329429793039045e-05	9.760451871445089e-05	2.5201378366377202e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	0.00025491912225848837	0.00016595766526952767	4.285008491762304e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	0.0005675577371170124	0.00021476009749059476	5.545081873406365e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	0.0011171823600232551	0.0002636123056332566	6.8064404638196e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	0.0011046915727842453	0.0002831002659603268	7.309617435808229e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	0.0008653237398545187	0.00017574552625441482	4.5377299756920447e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	0.0006158792292867378	9.761683193886642e-05	2.520455762725055e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	0.0004018162071349115	0.00010735491700215935	2.7718920378856202e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	0.0003011948893782016	0.00011710541280280458	3.0236487569067104e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	0.00017536253645048915	9.757946675462448e-05	2.5194909978164042e-05	LC/MS	mole/meter^3
Kim2016	exp3174_control	15.0	all	concentration	plasma	exp3174	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	24.0	hr	4.806940814018961e-05	6.830314901317276e-05	1.763579724143614e-05	LC/MS	mole/meter^3
