study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.25	hr	3.5728953	7.15746454916861	1.8480494	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	54.209446	13.360599665545	3.449692	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	39.917866	7.15746299997527	1.848049	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	28.952772	6.68029983277248	1.724846	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	21.190966	10.4976129163615	2.710472	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	7.0225873	4.29447896188017	1.1088297	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	0.862423	3.34014991638624	0.862423	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	1.1368684e-13	3.81731424548359	0.985626299999886	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	1.1368684e-13	3.81731424548359	0.985626299999886	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	0.0	2.38582145183981	0.61601645	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	1.1368684e-13	3.3401499163858	0.862422999999886	LC/MS	ng/ml
Kim2016	fexofenadine_control	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	1.1368684e-13	3.3401499163858	0.862422999999886	LC/MS	ng/ml
