study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Goldberg1995a	all	12.0	placebo	concentration	angiotensin II	plasma	RIA	-20.0	hr	3.44	NA	NA	NA	NA	NA	NA	pg/ml	HPLC-RIA
Goldberg1995a	all	12.0	placebo	concentration change	angiotensin II	plasma	RIA	4.0	hr	0.87	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	12.0	placebo	concentration change	angiotensin II	plasma	RIA	316.0	hr	1.44	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	12.0	placebo	concentration change	angiotensin II	plasma	RIA	988.0	hr	1.28	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	11.0	LOS25	concentration	angiotensin II	plasma	RIA	-20.0	hr	2.47	NA	NA	NA	NA	NA	NA	pg/ml	HPLC-RIA
Goldberg1995a	all	11.0	LOS25	concentration change	angiotensin II	plasma	RIA	4.0	hr	1.54	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	11.0	LOS25	concentration change	angiotensin II	plasma	RIA	316.0	hr	1.44	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	11.0	LOS25	concentration change	angiotensin II	plasma	RIA	988.0	hr	1.63	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	13.0	LOS100	concentration	angiotensin II	plasma	RIA	-20.0	hr	2.58	NA	NA	NA	NA	NA	NA	pg/ml	HPLC-RIA
Goldberg1995a	all	13.0	LOS100	concentration change	angiotensin II	plasma	RIA	4.0	hr	2.03	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	13.0	LOS100	concentration change	angiotensin II	plasma	RIA	316.0	hr	4.4	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	13.0	LOS100	concentration change	angiotensin II	plasma	RIA	988.0	hr	2.45	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	12.0	ENA20	concentration	angiotensin II	plasma	RIA	-20.0	hr	3.61	NA	NA	NA	NA	NA	NA	pg/ml	HPLC-RIA
Goldberg1995a	all	12.0	ENA20	concentration change	angiotensin II	plasma	RIA	4.0	hr	0.28	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	12.0	ENA20	concentration change	angiotensin II	plasma	RIA	316.0	hr	0.4	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	12.0	ENA20	concentration change	angiotensin II	plasma	RIA	988.0	hr	0.23	NA	NA	NA	NA	NA	NA	dimensionless	HPLC-RIA
Goldberg1995a	all	12.0	placebo	concentration	aldosterone	plasma	RIA	-20.0	hr	11.4	NA	NA	NA	NA	NA	NA	ng/dl	NA
Goldberg1995a	all	12.0	placebo	concentration change	aldosterone	plasma	RIA	4.0	hr	0.7	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	12.0	placebo	concentration change	aldosterone	plasma	RIA	316.0	hr	1.1	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	12.0	placebo	concentration change	aldosterone	plasma	RIA	988.0	hr	3.1	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	11.0	LOS25	concentration	aldosterone	plasma	RIA	-20.0	hr	10.4	NA	NA	NA	NA	NA	NA	ng/dl	NA
Goldberg1995a	all	11.0	LOS25	concentration change	aldosterone	plasma	RIA	4.0	hr	-1.2	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	11.0	LOS25	concentration change	aldosterone	plasma	RIA	316.0	hr	-2.6	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	11.0	LOS25	concentration change	aldosterone	plasma	RIA	988.0	hr	-2.4	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	13.0	LOS100	concentration	aldosterone	plasma	RIA	-20.0	hr	13.1	NA	NA	NA	NA	NA	NA	ng/dl	NA
Goldberg1995a	all	13.0	LOS100	concentration change	aldosterone	plasma	RIA	4.0	hr	-3.6	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	13.0	LOS100	concentration change	aldosterone	plasma	RIA	316.0	hr	-4.7	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	13.0	LOS100	concentration change	aldosterone	plasma	RIA	988.0	hr	-7.6	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	12.0	ENA20	concentration	aldosterone	plasma	RIA	-20.0	hr	10.6	NA	NA	NA	NA	NA	NA	ng/dl	NA
Goldberg1995a	all	12.0	ENA20	concentration change	aldosterone	plasma	RIA	4.0	hr	-4.5	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	12.0	ENA20	concentration change	aldosterone	plasma	RIA	316.0	hr	-4.3	NA	NA	NA	NA	NA	NA	dimensionless	NA
Goldberg1995a	all	12.0	ENA20	concentration change	aldosterone	plasma	RIA	988.0	hr	-4.6	NA	NA	NA	NA	NA	NA	dimensionless	NA
