study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.25	hr	5.2705693	28.0493216182764	7.2423037	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	73.61904	72.1671964517224	18.63349	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	209.26863	140.325158003118	36.2318	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	344.925	196.444686689663	50.7218	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	416.39795	160.355918031035	41.40372	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	452.71893	140.304127703548	36.22637	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	253.00626	100.23741785003	25.88119	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	139.22412	76.1712415543655	19.66733	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	87.54686	60.1288797763729	15.52521	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	48.381123	48.1114655921427	12.422327	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	37.169678	40.0824148009869	10.349235	LC/MS	ng/ml
Kim2016	omeprazole_control	15.0	all	concentration	plasma	omeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	17.675327	28.070260128141	7.24771	LC/MS	ng/ml
