study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	0.25	hr	1.1088296	5.72597117457689	1.4784394	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	0.5	hr	36.221767	14.79209691312	3.819303	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	1.0	hr	31.786448	6.68030370575583	1.724847	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	1.5	hr	28.706366	5.72596962538355	1.478439	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	2.0	hr	25.256674	4.77164329097796	1.232033	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	3.0	hr	10.47228	2.8629828762001	0.739219	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	4.0	hr	3.3264887	3.34015107828124	0.8624233	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	5.0	hr	1.1368684e-13	3.3401499163858	0.862422999999886	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	6.0	hr	1.1368684e-13	3.81731424548359	0.985626299999886	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	8.0	hr	1.1368684e-13	3.81731424548359	0.985626299999886	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	10.0	hr	1.1368684e-13	2.862985587288	0.739219699999886	LC/MS	ng/ml
Kim2016	fexofenadine_ginseng	15.0	all	concentration	plasma	fexofenadine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg,ginseng	12.0	hr	1.1368684e-13	2.862985587288	0.739219699999886	LC/MS	ng/ml
