study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.25	hr	1.6423358	6.3607388149819	1.6423357	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	6.9343066	4.94724009561333	1.2773719	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	25.182482	14.8417253217183	3.832117	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	30.656935	14.8417175757516	3.832115	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	50.547443	16.2552325616503	4.197083	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	79.74452	23.3227416504265	6.021906	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	47.445255	12.0147224608045	3.102188	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	27.0073	9.1877312188407	2.372262	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	14.963504	7.77423172487546	2.007298	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	7.1167884	7.77423404866546	2.0072986	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	4.379562	4.94724164480666	1.2773723	LC/MS	ng/ml
Kim2016	ohome5_control	15.0	all	concentration	plasma	5-hydroxyomeprazole	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	2.5547445	4.94724164480666	1.2773723	LC/MS	ng/ml
