study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.25	hr	3258.0146	1712.33927625694	442.1241	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	5342.092	1369.95166922049	353.72	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	5190.2505	1321.03162927621	341.0889	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	5000.5845	1125.13845541504	290.5095	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	4671.8486	1027.56444948237	265.316	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	4418.745	782.88756469071	202.1407	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	3938.1853	1125.34294893572	290.5623	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	3394.5024	880.732292159286	227.4041	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	2737.1177	636.121248084514	164.2458	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	2306.6133	880.596737742169	227.3691	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	1863.425	685.178778937585	176.9124	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	1407.64	831.877318335222	214.7898	LC/MS	ng/ml
Kim2016	caffeine_control	15.0	all	concentration	plasma	caffeine	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	24.0	hr	453.9356	636.256802501632	164.2808	LC/MS	ng/ml
