study	label	count	group	measurement	tissue	substance	intervention	time	time_unit	mean	mean_sd	mean_se	method	mean_unit
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.0	hr	0.0			LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.25	hr	0.31609267	0.648506506608017	0.16744366	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	0.5	hr	0.48394313	1.13640949535968	0.29341967	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.0	hr	2.3710883	2.02955016775304	0.5240276	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	1.5	hr	4.992121	3.97822392267391	1.027173	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	2.0	hr	8.179165	6.65785202129786	1.71905	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	3.0	hr	6.4189997	4.87157129618846	1.2578343	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	4.0	hr	5.7491436	4.87094193639471	1.2576718	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	5.0	hr	4.8275523	3.24757670655019	0.8385207	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	6.0	hr	5.226743	4.79016777032287	1.236816	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	8.0	hr	4.4527435	3.97843112728293	1.0272265	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	10.0	hr	3.8255484	3.73484681109324	0.964333299999999	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	12.0	hr	3.345131	3.08539514162942	0.7966456	LC/MS	ng/ml
Kim2016	dextromethorphan_control	15.0	all	concentration	plasma	dextromethorphan	caffeine200mg, losartan50mg, omeprazole20mg, dex15mg, midazolam7.5mg, fexofenadine30mg	24.0	hr	1.7623624	1.86726635607193	0.4821261	LC/MS	ng/ml
