study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Lee2003b	all	15.0	NA	species	15.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	all	15.0	NA	healthy 	15.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	all	15.0	NA	sex	15.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	all	15.0	NA	smoking	15.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	all	15.0	NA	abstinence smoking	15.0	NA	NA	NA	NA	NA	NA	1.0	NA	week	NA
Lee2003b	all	15.0	NA	age	15.0	NA	NA	NA	NA	NA	NA	18.0	35.0	yr	NA
Lee2003b	all	15.0	NA	overnight fast	15.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	all	15.0	NA	abstinence medication	15.0	NA	NA	NA	NA	NA	NA	1.0	NA	week	NA
Lee2003b	all	15.0	NA	abstinence alcohol	15.0	NA	NA	NA	NA	NA	NA	2.0	NA	day	NA
Lee2003b	all	15.0	NA	pregnant	15.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	all	15.0	NA	oral contraceptives	15.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	cyp2c9_1	5.0	all	cyp2c9 genotype	5.0	NA	*1/*1	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	cyp2c9_2	5.0	all	cyp2c9 genotype	5.0	NA	*1/*2	NA	NA	NA	NA	NA	NA	NA	NA
Lee2003b	cyp2c9_3	5.0	all	cyp2c9 genotype	5.0	NA	*1/*3	NA	NA	NA	NA	NA	NA	NA	NA
