study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Sekino2003	all	7.0	NA	species	7.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	healthy 	7.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	sex	6.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	sex	1.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	ethnicity	7.0	NA	japanese	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	overnight fast	7.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	age	7.0	NA	NA	26.9	NA	6.9	NA	NA	NA	yr	NA
Sekino2003	all	7.0	NA	weight	7.0	NA	NA	63.9	NA	10.0	NA	NA	NA	kg	NA
Sekino2003	all	7.0	NA	smoking	7.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	all	7.0	NA	medication	7.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	cyp2c9_1	4.0	all	cyp2c9 genotype	4.0	NA	*1/*1	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	cyp2c9_1	4.0	all	sex	4.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	cyp2c9_1	4.0	all	age	4.0	NA	NA	24.0	NA	2.2	NA	NA	NA	yr	NA
Sekino2003	cyp2c9_1	4.0	all	weight	4.0	NA	NA	65.7	NA	9.7	NA	NA	NA	kg	NA
Sekino2003	cyp2c9_3	3.0	all	cyp2c9 genotype	3.0	NA	*1/*3	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	cyp2c9_3	3.0	all	sex	2.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	cyp2c9_3	3.0	all	sex	1.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Sekino2003	cyp2c9_3	3.0	all	age	3.0	NA	NA	30.7	NA	8.6	NA	NA	NA	yr	NA
Sekino2003	cyp2c9_3	3.0	all	weight	3.0	NA	NA	61.7	NA	11.9	NA	NA	NA	kg	NA
