study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Yasar2002a	cyp2c9_1_1_swedish	6.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_1	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l 	NA
Yasar2002a	cyp2c9_1_1_swedish	6.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_1	8.0	hr	1.3	NA	1.0	1.7	0.3	NA	NA	nmol/l 	NA
Yasar2002a	cyp2c9_1_1_swedish	6.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_1	24.0	hr	0.9	NA	0.7	1.0	0.1	NA	NA	nmol/l 	NA
Yasar2002a	cyp2c9_1_2_swedish	3.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_2	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_2_swedish	3.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_2	8.0	hr	1.0	NA	1.0	1.2	0.1	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_2_swedish	3.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_2	24.0	hr	0.7	NA	0.6	0.8	0.1	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_3_swedish	5.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_3_swedish	5.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_3	8.0	hr	2.1	NA	1.4	3.6	0.6	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_3_swedish	5.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_1_3	24.0	hr	1.3	NA	0.8	2.1	0.6	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_2_swedish	3.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_2_2	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_2_swedish	3.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_2_2	8.0	hr	1.6	NA	0.9	2.2	0.7	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_2_swedish	3.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_2_2	24.0	hr	0.9	NA	0.7	1.3	0.4	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_3_swedish	4.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_2_3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_3_swedish	4.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_2_3	8.0	hr	3.7	NA	2.5	5.0	1.1	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_3_swedish	4.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_2_3	24.0	hr	2.1	NA	1.3	2.8	0.6	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_3_3_swedish	1.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_3_3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_3_3_swedish	1.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_3_3	8.0	hr	52.3	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_3_3_swedish	1.0	LOS50	concentration	losartan/exp3174	urine	HPLC/FS	losartan_exp3174_urine_3_3	24.0	hr	22.2	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_1_swedish	6.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_1	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_1_swedish	6.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_1	8.0	hr	0.7692307692307692	NA	1.0	0.5882352941176471	0.3	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_1_1_swedish	6.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_1	24.0	hr	1.1111111111111112	NA	1.4285714285714286	1.0	0.1	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_1_2_swedish	3.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_2	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_2_swedish	3.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_2	8.0	hr	1.0	NA	1.0	0.8333333333333334	0.1	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_1_2_swedish	3.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_2	24.0	hr	1.4285714285714286	NA	1.6666666666666667	1.25	0.1	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_1_3_swedish	5.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_1_3_swedish	5.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_3	8.0	hr	0.47619047619047616	NA	0.7142857142857143	0.2777777777777778	0.6	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_1_3_swedish	5.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_1_3	24.0	hr	0.7692307692307692	NA	1.25	0.47619047619047616	0.6	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_2_2_swedish	3.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_2_2	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_2_swedish	3.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_2_2	8.0	hr	0.625	NA	1.1111111111111112	0.45454545454545453	0.7	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_2_2_swedish	3.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_2_2	24.0	hr	1.1111111111111112	NA	1.4285714285714286	0.7692307692307692	0.4	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_2_3_swedish	4.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_2_3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
Yasar2002a	cyp2c9_2_3_swedish	4.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_2_3	8.0	hr	0.27027027027027023	NA	0.4	0.2	1.1	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_2_3_swedish	4.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_2_3	24.0	hr	0.47619047619047616	NA	0.7692307692307692	0.35714285714285715	0.6	NA	NA	nmol/l	reciprocal sd as well?
Yasar2002a	cyp2c9_3_3_swedish	1.0	LOS50	concentration	exp3174/losartan	urine	HPLC/FS	exp3174_losartan_urine_3_3	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	nmol/l	NA
