study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	mean_sd	mean_se	comments	mean_unit
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	0.0	hr	0.0					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	0.171851853799148	hr	0.004714686224457512					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	0.346696653079894	hr	0.008424111972694544					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	1.03936833997336	hr	0.0031997522422294884					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	2.06255348066283	hr	0.0015970597154810712					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	4.04085495452747	hr	0.0007888988050194326					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	6.05427917596074	hr	0.00047194603423797996					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	9.05725634834362	hr	0.0002417044510308542					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	12.0605174365034	hr	0.0001422822545213139					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	18.0325438459283	hr	5.536793027994868e-05					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	24.0397639818661	hr	2.701812372133813e-05					mole/meter^3
Lo1995		study2	6.0	E20IV	concentration	exp3174	plasma	HPLC/UV	exp3174_E20IV	30.012381882493	hr	1.4052376761972974e-05					mole/meter^3
