study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Han2009a	all	12.0	NA	species	12.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Han2009a	all	12.0	NA	healthy 	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Han2009a	all	12.0	NA	sex	12.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Han2009a	all	12.0	NA	overnight fast	12.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Han2009a	all	12.0	NA	age	12.0	NA	NA	21.9	NA	2.6	NA	NA	NA	yr	NA
Han2009a	all	12.0	NA	bmi	12.0	NA	NA	24.6	NA	4.9	NA	21.0	25.0	kg/m^2	NA
Han2009a	all	12.0	NA	smoking	12.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Han2009a	all	12.0	NA	abstinence medication	12.0	NA	NA	NA	NA	NA	NA	14.0	NA	day	NA
Han2009a	all	12.0	NA	abstinence	12.0	caffeine	NA	NA	NA	NA	NA	14.0	NA	day	NA
Han2009a	cyp2c9_1_1	6.0	all	cyp2c9 genotype	6.0	NA	*1/*1	NA	NA	NA	NA	NA	NA	NA	NA
Han2009a	cyp2c9_1_3	6.0	all	cyp2c9 genotype	6.0	NA	*1/*3	NA	NA	NA	NA	NA	NA	NA	NA
