study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	.
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	0.5	hr	NA	5.0605955	NA	8.117725	4.0588625	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	1.0	hr	NA	7.944838	NA	8.17655	4.088275	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	1.5	hr	NA	7.211395	NA	8.411684	4.205842	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	2.0	hr	NA	7.1838727	NA	8.8822746	4.4411373	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	3.0	hr	NA	5.1286716	NA	6.8825108	3.4412554	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	4.0	hr	NA	3.5440192	NA	5.1178836	2.5589418	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	6.0	hr	NA	1.9337744	NA	2.9412552	1.4706276	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	midazolam	plasma	HPLC-ESI-MS/MS	midazolam	8.0	hr	NA	1.6470195	NA	3.2352942	1.6176471	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	.
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	0.5	hr	NA	1.4429482	NA	0.764627	0.3823135	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	1.0	hr	NA	2.2389953	NA	0.8236084	0.4118042	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	1.5	hr	NA	2.3585322	NA	0.8237658	0.4118829	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	2.0	hr	NA	2.301441	NA	1.9999998	0.9999999	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	3.0	hr	NA	1.4815733	NA	1.6470588	0.8235294	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	4.0	hr	NA	1.1029608	NA	0.76470572	0.38235286	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	6.0	hr	NA	0.6984802	NA	NA	NA	ng/ml	NA
Tanaka2014	NA	all	4.0	CAF100, LOS50, OME20, DEX30, MID1	concentration	1-hydroxymidazolam	plasma	HPLC-ESI-MS/MS	mid1oh	8.0	hr	NA	0.47054887	NA	NA	NA	ng/ml	NA
